production_id,production_time,shift,equipment_id,product_id,worker_id,production_qty
P021180,2026-12-19 10:26:00,주간,M04,PR01,W008,993
P021181,2026-06-04 18:00:00,주간,M03,PR05,W009,985
P021182,2026-09-22 17:29:00,주간,M05,PR02,W002,1269
P021183,2026-08-28 20:18:00,야간,M05,PR05,W001,1212
P021184,2026-11-02 23:17:00,야간,M01,PR01,W003,1452
P021185,2026-12-15 02:51:00,야간,M03,PR03,W005,988
P021186,2026-09-22 04:15:00,야간,M04,PR05,W001,1004
P021187,2026-03-21 20:31:00,야간,M02,PR02,W009,1155
P021188,2026-07-16 12:15:00,주간,M04,PR05,W008,1095
P021189,2026-08-25 01:23:00,야간,M05,PR04,W010,1194
P021190,2026-09-20 04:03:00,야간,M05,PR01,W004,1265
P021191,2026-01-02 13:35:00,주간,M05,PR01,W003,1129
P021192,2026-08-06 23:10:00,야간,M01,PR05,W005,1245
P021193,2026-07-18 13:35:00,주간,M04,PR02,W002,913
P021194,2026-07-21 22:36:00,야간,M02,PR03,W003,1014
P021195,2026-09-22 20:15:00,야간,M04,PR03,W010,931
P021196,2026-01-29 19:00:00,주간,M05,PR04,W001,1054
P021197,2026-01-19 22:21:00,야간,M05,PR04,W004,1015
P021198,2026-04-30 00:16:00,야간,M02,PR05,W009,1035
P021199,2026-07-10 15:04:00,주간,M04,PR01,W001,1008
P021200,2026-04-16 22:55:00,야간,M02,PR05,W003,1153
P021201,2026-01-05 18:11:00,주간,M03,PR05,W001,900
P021202,2026-07-09 02:24:00,야간,M03,PR04,W003,928
P021203,2026-12-07 23:59:00,야간,M01,PR04,W002,1436
P021204,2026-05-05 09:14:00,주간,M02,PR05,W006,1298
P021205,2026-02-16 18:42:00,주간,M01,PR01,W005,1227
P021206,2026-02-04 19:01:00,주간,M04,PR01,W006,912
P021207,2026-12-28 12:57:00,주간,M05,PR04,W008,1053
P021208,2026-03-01 03:07:00,야간,M03,PR01,W010,854
P021209,2026-09-14 06:25:00,야간,M01,PR05,W008,1239
P021210,2026-12-22 15:24:00,주간,M01,PR01,W003,1293
P021211,2026-01-19 19:51:00,주간,M04,PR04,W006,924
P021212,2026-05-30 21:15:00,야간,M01,PR01,W006,1394
P021213,2026-04-09 06:24:00,야간,M04,PR01,W005,1033
P021214,2026-09-04 13:43:00,주간,M05,PR03,W010,1284
P021215,2026-08-12 21:45:00,야간,M02,PR03,W004,1208
P021216,2026-06-23 20:55:00,야간,M01,PR04,W007,1348
P021217,2026-01-04 17:30:00,주간,M01,PR04,W004,1488
P021218,2026-12-24 07:12:00,야간,M05,PR04,W004,1070
P021219,2026-08-25 17:43:00,주간,M05,PR03,W004,1117
P021220,2026-09-21 09:54:00,주간,M04,PR02,W001,1090
P021221,2026-09-27 13:13:00,주간,M02,PR01,W007,1010
P021222,2026-11-07 15:58:00,주간,M05,PR01,W008,1008
P021223,2026-03-22 19:28:00,주간,M01,PR02,W002,1398
P021224,2026-06-04 15:19:00,주간,M02,PR02,W010,1232
P021225,2026-08-02 06:07:00,야간,M01,PR05,W001,1496
P021226,2026-12-16 22:21:00,야간,M05,PR03,W005,1141
P021227,2026-09-19 16:56:00,주간,M01,PR05,W003,1492
P021228,2026-04-04 08:38:00,주간,M04,PR04,W003,1060
P021229,2026-11-02 21:56:00,야간,M03,PR05,W010,949
P021230,2026-03-19 06:32:00,야간,M01,PR05,W003,1466
P021231,2026-03-06 19:57:00,주간,M04,PR01,W007,913
P021232,2026-07-09 16:33:00,주간,M04,PR05,W010,909
P021233,2026-03-05 06:58:00,야간,M03,PR01,W001,987
P021234,2026-09-27 16:49:00,주간,M03,PR01,W008,919
P021235,2026-07-25 19:22:00,주간,M04,PR05,W009,1046
P021236,2026-03-09 23:26:00,야간,M04,PR01,W007,1051
P021237,2026-10-25 16:02:00,주간,M02,PR04,W001,1236
P021238,2026-04-06 23:22:00,야간,M05,PR05,W006,1272
P021239,2026-12-27 13:32:00,주간,M04,PR02,W006,1048
P021240,2026-01-09 21:18:00,야간,M04,PR01,W003,934
P021241,2026-05-10 05:41:00,야간,M02,PR05,W009,1043
P021242,2026-03-20 00:53:00,야간,M05,PR02,W003,1008
P021243,2026-12-17 02:09:00,야간,M04,PR01,W003,980
P021244,2026-02-24 09:53:00,주간,M02,PR02,W005,1118
P021245,2026-05-09 13:04:00,주간,M03,PR03,W001,887
P021246,2026-04-27 21:11:00,야간,M01,PR05,W002,1223
P021247,2026-09-15 23:18:00,야간,M03,PR05,W001,988
P021248,2026-09-16 20:37:00,야간,M02,PR02,W009,1014
P021249,2026-08-27 10:31:00,주간,M03,PR01,W006,989
P021250,2026-07-22 09:02:00,주간,M04,PR04,W003,1049
P021251,2026-11-12 02:26:00,야간,M03,PR05,W010,987
P021252,2026-11-05 05:27:00,야간,M03,PR01,W009,943
P021253,2026-12-05 21:02:00,야간,M02,PR03,W004,1155
P021254,2026-02-18 20:51:00,야간,M01,PR04,W008,1260
P021255,2026-02-25 23:38:00,야간,M04,PR03,W006,972
P021256,2026-02-05 10:45:00,주간,M03,PR02,W001,953
P021257,2026-05-23 13:04:00,주간,M05,PR03,W004,1226
P021258,2026-10-15 15:17:00,주간,M02,PR01,W009,1046
P021259,2026-04-11 20:03:00,야간,M05,PR05,W001,1149
P021260,2026-06-04 15:03:00,주간,M01,PR02,W008,1444
P021261,2026-05-16 13:38:00,주간,M01,PR05,W003,1373
P021262,2026-05-08 15:07:00,주간,M04,PR05,W002,1066
P021263,2026-09-27 01:30:00,야간,M02,PR01,W004,1050
P021264,2026-02-09 20:40:00,야간,M01,PR05,W004,1373
P021265,2026-10-20 23:26:00,야간,M04,PR05,W005,942
P021266,2026-05-12 10:53:00,주간,M05,PR05,W008,1265
P021267,2026-02-02 14:15:00,주간,M04,PR05,W005,1070
P021268,2026-11-12 23:30:00,야간,M05,PR04,W005,1102
P021269,2026-03-01 21:49:00,야간,M02,PR05,W002,1107
P021270,2026-03-28 05:35:00,야간,M02,PR04,W002,1094
P021271,2026-03-06 20:54:00,야간,M01,PR01,W010,1482
P021272,2026-07-23 00:46:00,야간,M05,PR01,W007,1103
P021273,2026-09-21 07:26:00,야간,M01,PR05,W007,1365
P021274,2026-08-11 07:41:00,야간,M04,PR02,W003,967
P021275,2026-11-15 23:35:00,야간,M01,PR04,W005,1354
P021276,2026-10-06 02:47:00,야간,M01,PR02,W008,1366
P021277,2026-04-21 07:54:00,야간,M01,PR03,W006,1490
P021278,2026-07-22 10:27:00,주간,M04,PR04,W003,963
P021279,2026-07-08 18:46:00,주간,M01,PR04,W001,1395
P021280,2026-11-18 10:06:00,주간,M05,PR02,W008,1210
P021281,2026-01-23 21:01:00,야간,M02,PR04,W010,1269
P021282,2026-01-25 12:28:00,주간,M05,PR05,W002,1103
P021283,2026-06-22 18:52:00,주간,M05,PR03,W001,1052
P021284,2026-12-03 08:39:00,주간,M03,PR02,W007,959
P021285,2026-12-10 11:37:00,주간,M05,PR04,W009,1037
P021286,2026-03-29 03:17:00,야간,M01,PR04,W008,1227
P021287,2026-09-22 18:24:00,주간,M04,PR03,W010,909
P021288,2026-05-27 10:26:00,주간,M04,PR04,W001,1022
P021289,2026-10-21 15:43:00,주간,M02,PR02,W004,1118
P021290,2026-07-07 09:22:00,주간,M03,PR02,W001,971
P021291,2026-04-12 23:58:00,야간,M02,PR02,W005,1055
P021292,2026-04-18 08:37:00,주간,M03,PR04,W004,910
P021293,2026-03-03 14:25:00,주간,M05,PR03,W007,1286
P021294,2026-12-21 15:12:00,주간,M01,PR04,W004,1493
P021295,2026-07-18 19:32:00,주간,M02,PR01,W008,1178
P021296,2026-03-14 16:45:00,주간,M01,PR05,W005,1463
P021297,2026-04-19 01:16:00,야간,M03,PR02,W007,877
P021298,2026-08-26 03:28:00,야간,M03,PR04,W002,990
P021299,2026-11-04 01:54:00,야간,M03,PR03,W008,882
P021300,2026-03-15 11:24:00,주간,M03,PR04,W003,917
P021301,2026-07-23 01:29:00,야간,M04,PR02,W004,958
P021302,2026-07-20 20:28:00,야간,M03,PR02,W002,979
P021303,2026-01-09 18:33:00,주간,M01,PR03,W001,1422
P021304,2026-03-02 02:51:00,야간,M04,PR05,W005,972
P021305,2026-08-23 16:37:00,주간,M04,PR05,W009,926
P021306,2026-07-24 16:25:00,주간,M04,PR01,W008,1062
P021307,2026-11-18 08:43:00,주간,M04,PR03,W003,1009
P021308,2026-04-18 16:26:00,주간,M01,PR03,W007,1493
P021309,2026-09-06 14:59:00,주간,M05,PR04,W010,1071
P021310,2026-12-29 09:13:00,주간,M05,PR03,W002,1019
P021311,2026-07-23 15:09:00,주간,M04,PR05,W006,1020
P021312,2026-03-25 12:33:00,주간,M03,PR04,W002,952
P021313,2026-02-26 13:12:00,주간,M04,PR01,W001,1007
P021314,2026-03-19 16:54:00,주간,M05,PR04,W005,1213
P021315,2026-10-30 21:18:00,야간,M05,PR04,W003,1002
P021316,2026-10-09 23:25:00,야간,M02,PR03,W003,1007
P021317,2026-06-12 11:08:00,주간,M05,PR04,W004,1099
P021318,2026-08-03 13:35:00,주간,M02,PR04,W009,1106
P021319,2026-02-14 02:39:00,야간,M02,PR02,W008,1261
P021320,2026-03-20 19:55:00,주간,M03,PR03,W007,920
P021321,2026-03-21 14:15:00,주간,M02,PR01,W001,1165
P021322,2026-02-03 15:24:00,주간,M02,PR02,W004,1263
P021323,2026-09-27 03:18:00,야간,M05,PR02,W006,1263
P021324,2026-10-08 00:21:00,야간,M01,PR04,W009,1282
P021325,2026-11-21 07:04:00,야간,M03,PR02,W004,908
P021326,2026-09-15 03:46:00,야간,M01,PR03,W009,1427
P021327,2026-07-19 06:37:00,야간,M01,PR05,W005,1347
P021328,2026-03-25 20:53:00,야간,M02,PR01,W005,1290
P021329,2026-08-16 22:50:00,야간,M04,PR01,W007,942
P021330,2026-07-05 20:18:00,야간,M04,PR04,W005,1088
P021331,2026-07-20 06:03:00,야간,M05,PR02,W007,1072
P021332,2026-11-16 13:20:00,주간,M02,PR05,W007,1045
P021333,2026-02-21 12:17:00,주간,M01,PR02,W010,1455
P021334,2026-04-13 18:28:00,주간,M05,PR04,W010,1192
P021335,2026-01-17 01:07:00,야간,M01,PR05,W001,1287
P021336,2026-11-21 22:40:00,야간,M04,PR04,W004,966
P021337,2026-06-25 21:48:00,야간,M01,PR02,W008,1325
P021338,2026-08-21 23:36:00,야간,M05,PR05,W005,1211
P021339,2026-09-06 11:49:00,주간,M05,PR01,W003,1159
P021340,2026-01-23 10:52:00,주간,M01,PR05,W010,1492
P021341,2026-01-11 23:37:00,야간,M04,PR03,W005,1034
P021342,2026-09-27 21:38:00,야간,M01,PR04,W003,1268
P021343,2026-01-19 22:01:00,야간,M01,PR03,W004,1348
P021344,2026-11-05 21:00:00,야간,M02,PR01,W006,1140
P021345,2026-03-27 03:08:00,야간,M03,PR02,W006,974
P021346,2026-05-17 16:21:00,주간,M04,PR04,W003,1080
P021347,2026-11-16 17:01:00,주간,M03,PR02,W006,955
P021348,2026-08-14 19:28:00,주간,M01,PR02,W005,1292
P021349,2026-11-16 17:50:00,주간,M03,PR01,W002,915
P021350,2026-03-09 08:04:00,주간,M04,PR01,W001,1040
P021351,2026-10-05 10:59:00,주간,M02,PR05,W005,1025
P021352,2026-04-09 14:34:00,주간,M01,PR04,W008,1210
P021353,2026-05-30 20:53:00,야간,M02,PR01,W003,1167
P021354,2026-07-02 06:07:00,야간,M01,PR05,W008,1359
P021355,2026-05-29 03:26:00,야간,M02,PR05,W001,1160
P021356,2026-08-27 13:38:00,주간,M04,PR03,W010,960
P021357,2026-10-23 12:49:00,주간,M03,PR03,W007,884
P021358,2026-12-08 07:53:00,야간,M01,PR04,W007,1366
P021359,2026-01-20 12:17:00,주간,M04,PR03,W001,1084
P021360,2026-05-20 22:40:00,야간,M05,PR01,W010,1053
P021361,2026-06-08 06:48:00,야간,M03,PR04,W001,913
P021362,2026-11-18 21:23:00,야간,M01,PR03,W008,1387
P021363,2026-12-30 21:02:00,야간,M02,PR02,W005,1178
P021364,2026-12-18 02:23:00,야간,M03,PR03,W009,994
P021365,2026-04-09 17:41:00,주간,M02,PR04,W007,1175
P021366,2026-08-26 06:43:00,야간,M02,PR04,W001,1026
P021367,2026-11-01 03:39:00,야간,M04,PR03,W009,932
P021368,2026-11-20 22:31:00,야간,M05,PR01,W008,1079
P021369,2026-09-30 00:51:00,야간,M02,PR03,W001,1161
P021370,2026-11-18 14:37:00,주간,M01,PR01,W008,1305
P021371,2026-03-26 17:51:00,주간,M02,PR03,W009,1140
P021372,2026-03-01 14:15:00,주간,M04,PR05,W008,924
P021373,2026-04-17 09:48:00,주간,M03,PR01,W008,996
P021374,2026-10-04 21:25:00,야간,M02,PR01,W001,1072
P021375,2026-11-10 16:07:00,주간,M04,PR05,W009,923
P021376,2026-03-20 02:37:00,야간,M04,PR04,W010,966
P021377,2026-09-13 20:32:00,야간,M04,PR05,W002,977
P021378,2026-11-24 10:38:00,주간,M02,PR04,W003,1199
P021379,2026-11-02 09:08:00,주간,M03,PR04,W003,856
P021380,2026-01-19 20:07:00,야간,M02,PR05,W002,1117
P021381,2026-08-20 23:13:00,야간,M03,PR04,W010,852
P021382,2026-08-08 17:15:00,주간,M05,PR04,W009,1153
P021383,2026-07-26 03:27:00,야간,M04,PR05,W009,1089
P021384,2026-02-03 08:24:00,주간,M02,PR02,W003,1006
P021385,2026-03-15 16:49:00,주간,M05,PR02,W009,1128
P021386,2026-02-24 21:58:00,야간,M03,PR03,W006,985
P021387,2026-08-20 13:33:00,주간,M02,PR04,W008,1132
P021388,2026-10-08 07:44:00,야간,M01,PR02,W006,1440
P021389,2026-12-31 16:21:00,주간,M03,PR02,W007,862
P021390,2026-06-08 23:54:00,야간,M02,PR05,W008,1074
P021391,2026-07-19 15:49:00,주간,M04,PR05,W002,1041
P021392,2026-10-12 17:43:00,주간,M03,PR03,W002,982
P021393,2026-05-06 23:45:00,야간,M04,PR03,W009,968
P021394,2026-01-19 22:29:00,야간,M01,PR01,W006,1247
P021395,2026-10-21 08:47:00,주간,M02,PR01,W009,1271
P021396,2026-12-02 23:02:00,야간,M04,PR01,W006,1044
P021397,2026-09-04 18:59:00,주간,M05,PR05,W004,1170
P021398,2026-05-28 02:10:00,야간,M05,PR04,W006,1126
P021399,2026-04-29 22:06:00,야간,M05,PR04,W002,1140
P021400,2026-07-24 00:45:00,야간,M05,PR01,W009,1089
P021401,2026-09-20 18:45:00,주간,M04,PR05,W006,1009
P021402,2026-07-12 16:44:00,주간,M02,PR02,W009,1086
P021403,2026-07-12 22:43:00,야간,M05,PR04,W006,1175
P021404,2026-07-19 04:30:00,야간,M02,PR04,W003,1238
P021405,2026-11-20 07:24:00,야간,M04,PR04,W005,970
P021406,2026-02-07 15:54:00,주간,M03,PR04,W005,993
P021407,2026-07-16 07:39:00,야간,M05,PR02,W001,1210
P021408,2026-01-11 19:40:00,주간,M03,PR03,W007,879
P021409,2026-11-01 07:18:00,야간,M01,PR01,W008,1411
P021410,2026-11-03 18:44:00,주간,M04,PR03,W007,1020
P021411,2026-11-22 23:11:00,야간,M02,PR01,W006,1136
P021412,2026-11-26 11:07:00,주간,M03,PR04,W010,958
P021413,2026-09-08 22:55:00,야간,M04,PR03,W010,926
P021414,2026-04-28 01:18:00,야간,M02,PR04,W010,1068
P021415,2026-09-21 05:05:00,야간,M01,PR04,W008,1487
P021416,2026-08-12 13:39:00,주간,M05,PR02,W005,1256
P021417,2026-02-01 18:02:00,주간,M02,PR05,W004,1046
P021418,2026-12-31 20:43:00,야간,M04,PR04,W006,1030
P021419,2026-02-10 07:00:00,야간,M02,PR04,W001,1161
P021420,2026-07-30 22:41:00,야간,M03,PR04,W001,979
P021421,2026-08-02 21:14:00,야간,M05,PR05,W005,1042
P021422,2026-06-10 11:36:00,주간,M04,PR01,W001,973
P021423,2026-11-10 17:20:00,주간,M03,PR03,W008,899
P021424,2026-10-17 13:31:00,주간,M03,PR02,W009,993
P021425,2026-05-21 08:12:00,주간,M01,PR05,W008,1358
P021426,2026-01-02 14:56:00,주간,M05,PR04,W006,1131
P021427,2026-05-10 14:09:00,주간,M04,PR04,W005,937
P021428,2026-10-23 05:28:00,야간,M05,PR03,W006,1150
P021429,2026-09-26 17:20:00,주간,M03,PR05,W005,915
P021430,2026-04-06 22:47:00,야간,M05,PR04,W002,1187
P021431,2026-08-11 21:50:00,야간,M01,PR02,W006,1394
P021432,2026-07-24 11:13:00,주간,M01,PR05,W009,1201
P021433,2026-11-23 19:15:00,주간,M02,PR03,W003,1259
P021434,2026-04-07 03:19:00,야간,M02,PR02,W010,1220
P021435,2026-05-24 17:20:00,주간,M02,PR02,W010,1112
P021436,2026-12-21 14:09:00,주간,M04,PR01,W001,1044
P021437,2026-04-04 18:17:00,주간,M03,PR02,W009,921
P021438,2026-06-19 08:28:00,주간,M01,PR02,W001,1434
P021439,2026-01-09 01:39:00,야간,M05,PR03,W006,1176
P021440,2026-08-18 12:56:00,주간,M02,PR04,W006,1044
P021441,2026-12-27 17:22:00,주간,M03,PR02,W007,927
P021442,2026-04-06 17:23:00,주간,M03,PR05,W002,860
P021443,2026-08-23 05:36:00,야간,M04,PR04,W002,908
P021444,2026-07-19 08:59:00,주간,M02,PR04,W010,1071
P021445,2026-09-09 10:48:00,주간,M04,PR05,W008,984
P021446,2026-12-07 09:35:00,주간,M03,PR04,W007,943
P021447,2026-10-14 05:35:00,야간,M05,PR02,W002,1100
P021448,2026-02-01 23:31:00,야간,M01,PR02,W003,1385
P021449,2026-12-04 02:18:00,야간,M02,PR04,W006,1273
P021450,2026-02-08 20:23:00,야간,M01,PR02,W009,1256
P021451,2026-11-12 08:47:00,주간,M04,PR04,W008,916
P021452,2026-11-22 14:36:00,주간,M02,PR05,W009,1291
P021453,2026-10-14 20:03:00,야간,M04,PR04,W009,1004
P021454,2026-09-29 23:52:00,야간,M01,PR02,W004,1298
P021455,2026-03-21 15:31:00,주간,M04,PR05,W005,1024
P021456,2026-01-18 13:30:00,주간,M04,PR05,W006,968
P021457,2026-02-12 22:19:00,야간,M03,PR01,W010,877
P021458,2026-01-28 15:47:00,주간,M04,PR04,W002,1053
P021459,2026-06-08 05:40:00,야간,M05,PR01,W001,1021
P021460,2026-06-12 03:13:00,야간,M04,PR05,W010,1020
P021461,2026-07-06 22:34:00,야간,M03,PR01,W001,984
P021462,2026-06-01 20:48:00,야간,M04,PR02,W007,1068
P021463,2026-03-01 11:59:00,주간,M05,PR01,W006,1236
P021464,2026-05-28 22:08:00,야간,M02,PR05,W003,1109
P021465,2026-06-16 18:35:00,주간,M03,PR01,W006,875
P021466,2026-07-03 12:22:00,주간,M02,PR05,W005,1103
P021467,2026-03-25 15:08:00,주간,M04,PR05,W002,944
P021468,2026-12-30 12:51:00,주간,M01,PR02,W005,1258
P021469,2026-08-16 08:01:00,주간,M05,PR02,W008,1129
P021470,2026-04-21 22:49:00,야간,M02,PR03,W007,1076
P021471,2026-07-23 19:15:00,주간,M04,PR05,W008,1019
P021472,2026-04-29 06:15:00,야간,M02,PR02,W005,1001
P021473,2026-05-23 12:48:00,주간,M02,PR05,W002,1201
P021474,2026-04-23 08:48:00,주간,M03,PR03,W001,872
P021475,2026-10-06 13:01:00,주간,M02,PR03,W003,1171
P021476,2026-11-12 19:17:00,주간,M05,PR02,W010,1158
P021477,2026-09-09 22:29:00,야간,M05,PR03,W008,1203
P021478,2026-03-03 03:00:00,야간,M03,PR02,W009,862
P021479,2026-09-12 05:30:00,야간,M04,PR03,W007,992
P021480,2026-02-15 21:16:00,야간,M02,PR01,W009,1002
P021481,2026-01-27 20:52:00,야간,M03,PR02,W001,949
P021482,2026-10-01 10:23:00,주간,M05,PR01,W008,1107
P021483,2026-08-22 12:37:00,주간,M02,PR01,W007,1155
P021484,2026-12-15 04:44:00,야간,M02,PR04,W006,1224
P021485,2026-10-13 08:46:00,주간,M03,PR02,W002,924
P021486,2026-12-06 17:20:00,주간,M02,PR05,W010,1147
P021487,2026-04-25 04:30:00,야간,M05,PR02,W010,1153
P021488,2026-05-25 11:25:00,주간,M01,PR05,W002,1500
P021489,2026-10-28 11:44:00,주간,M03,PR05,W005,936
P021490,2026-09-15 22:04:00,야간,M01,PR03,W008,1222
P021491,2026-08-03 19:10:00,주간,M05,PR05,W006,1110
P021492,2026-06-17 05:36:00,야간,M01,PR05,W007,1358
P021493,2026-02-15 05:46:00,야간,M05,PR05,W002,1222
P021494,2026-10-04 21:24:00,야간,M05,PR01,W002,1105
P021495,2026-09-02 03:09:00,야간,M05,PR04,W009,1009
P021496,2026-10-11 18:45:00,주간,M03,PR05,W008,893
P021497,2026-09-10 04:29:00,야간,M03,PR05,W001,964
P021498,2026-05-12 17:04:00,주간,M04,PR01,W007,1048
P021499,2026-01-29 00:01:00,야간,M03,PR04,W001,954
P021500,2026-04-12 13:44:00,주간,M05,PR03,W005,1043
P021501,2026-12-29 22:38:00,야간,M03,PR02,W007,878
P021502,2026-10-28 11:29:00,주간,M04,PR04,W007,1015
P021503,2026-06-15 22:04:00,야간,M02,PR03,W010,1232
P021504,2026-03-27 21:16:00,야간,M05,PR02,W009,1037
P021505,2026-10-02 07:04:00,야간,M01,PR01,W003,1469
P021506,2026-01-01 22:32:00,야간,M04,PR03,W007,1100
P021507,2026-02-17 23:24:00,야간,M05,PR01,W007,1217
P021508,2026-10-24 20:53:00,야간,M01,PR04,W010,1429
P021509,2026-10-10 21:03:00,야간,M02,PR01,W007,1191
P021510,2026-03-08 15:43:00,주간,M03,PR04,W010,865
P021511,2026-11-15 10:54:00,주간,M03,PR02,W009,897
P021512,2026-09-02 00:29:00,야간,M05,PR02,W007,1148
P021513,2026-02-01 08:09:00,주간,M03,PR02,W003,953
P021514,2026-12-04 15:01:00,주간,M02,PR04,W004,1182
P021515,2026-12-22 00:50:00,야간,M02,PR02,W002,1101
P021516,2026-03-05 15:35:00,주간,M05,PR01,W007,1133
P021517,2026-03-22 14:28:00,주간,M05,PR05,W002,1005
P021518,2026-06-27 21:57:00,야간,M04,PR01,W007,1100
P021519,2026-10-31 14:06:00,주간,M03,PR04,W009,880
P021520,2026-11-10 01:07:00,야간,M03,PR04,W008,866
P021521,2026-09-09 10:22:00,주간,M03,PR01,W008,884
P021522,2026-01-13 21:00:00,야간,M05,PR05,W007,1159
P021523,2026-04-09 18:48:00,주간,M01,PR01,W003,1291
P021524,2026-08-29 21:41:00,야간,M01,PR04,W002,1428
P021525,2026-11-12 07:20:00,야간,M05,PR01,W001,1109
P021526,2026-03-07 23:08:00,야간,M02,PR02,W006,1167
P021527,2026-04-03 15:32:00,주간,M05,PR05,W005,1103
P021528,2026-11-06 16:48:00,주간,M05,PR04,W008,1152
P021529,2026-01-19 00:53:00,야간,M05,PR01,W003,1173
P021530,2026-11-24 04:21:00,야간,M03,PR01,W003,902
P021531,2026-04-06 15:23:00,주간,M02,PR02,W010,1060
P021532,2026-08-20 19:53:00,주간,M02,PR03,W004,1035
P021533,2026-11-26 15:13:00,주간,M01,PR05,W004,1382
P021534,2026-01-08 16:23:00,주간,M01,PR04,W003,1366
P021535,2026-03-05 14:30:00,주간,M02,PR02,W008,1274
P021536,2026-02-25 11:30:00,주간,M02,PR04,W010,1052
P021537,2026-01-21 14:35:00,주간,M01,PR02,W009,1493
P021538,2026-12-12 23:34:00,야간,M04,PR03,W009,913
P021539,2026-07-20 08:55:00,주간,M03,PR01,W010,924
P021540,2026-02-26 11:32:00,주간,M04,PR03,W003,947
P021541,2026-05-26 14:54:00,주간,M01,PR01,W006,1288
P021542,2026-06-26 14:33:00,주간,M03,PR01,W001,878
P021543,2026-01-02 17:15:00,주간,M05,PR04,W002,1120
P021544,2026-01-02 15:30:00,주간,M03,PR05,W002,940
P021545,2026-12-24 05:12:00,야간,M03,PR04,W006,930
P021546,2026-04-24 22:21:00,야간,M04,PR05,W003,961
P021547,2026-03-04 16:01:00,주간,M02,PR01,W006,1139
P021548,2026-02-28 05:43:00,야간,M05,PR01,W002,1258
P021549,2026-03-16 14:09:00,주간,M04,PR04,W006,917
P021550,2026-07-27 00:53:00,야간,M05,PR04,W010,1023
P021551,2026-09-13 12:08:00,주간,M04,PR02,W007,1073
P021552,2026-11-06 07:11:00,야간,M03,PR05,W004,921
P021553,2026-08-05 10:21:00,주간,M02,PR02,W004,1292
P021554,2026-10-20 17:15:00,주간,M05,PR03,W007,1187
P021555,2026-02-28 02:41:00,야간,M02,PR01,W010,1037
P021556,2026-10-21 17:46:00,주간,M05,PR05,W010,1206
P021557,2026-04-15 20:55:00,야간,M02,PR05,W009,1129
P021558,2026-08-27 07:38:00,야간,M04,PR01,W003,1087
P021559,2026-09-11 06:41:00,야간,M01,PR02,W006,1474
P021560,2026-10-22 13:37:00,주간,M04,PR05,W010,1000
P021561,2026-01-17 09:07:00,주간,M02,PR05,W002,1106
P021562,2026-11-10 21:40:00,야간,M01,PR04,W005,1492
P021563,2026-10-22 16:02:00,주간,M03,PR02,W008,921
P021564,2026-05-15 20:27:00,야간,M01,PR04,W004,1370
P021565,2026-11-12 17:45:00,주간,M03,PR04,W010,887
P021566,2026-08-12 22:42:00,야간,M02,PR02,W005,1034
P021567,2026-10-22 22:43:00,야간,M03,PR04,W007,945
P021568,2026-01-31 14:12:00,주간,M04,PR05,W009,1034
P021569,2026-10-17 22:31:00,야간,M04,PR02,W009,1005
P021570,2026-10-09 22:48:00,야간,M04,PR01,W003,956
P021571,2026-04-06 15:59:00,주간,M04,PR05,W005,910
P021572,2026-08-26 21:00:00,야간,M02,PR05,W007,1034
P021573,2026-09-22 08:28:00,주간,M02,PR01,W009,1082
P021574,2026-01-09 06:08:00,야간,M04,PR03,W008,1033
P021575,2026-08-27 12:31:00,주간,M04,PR03,W010,1008
P021576,2026-10-19 22:46:00,야간,M03,PR03,W007,957
P021577,2026-07-05 04:48:00,야간,M03,PR04,W001,930
P021578,2026-05-10 10:41:00,주간,M04,PR05,W005,1053
P021579,2026-06-12 09:04:00,주간,M02,PR03,W006,1260
P021580,2026-10-09 11:58:00,주간,M01,PR02,W006,1464
P021581,2026-08-16 14:55:00,주간,M04,PR03,W006,977
P021582,2026-11-01 22:24:00,야간,M05,PR01,W006,1211
P021583,2026-10-21 16:10:00,주간,M03,PR01,W002,916
P021584,2026-06-25 01:15:00,야간,M03,PR04,W010,921
P021585,2026-12-11 23:23:00,야간,M05,PR02,W010,1045
P021586,2026-11-01 05:08:00,야간,M02,PR04,W009,1164
P021587,2026-09-04 19:59:00,주간,M01,PR03,W010,1263
P021588,2026-11-27 23:02:00,야간,M03,PR02,W002,887
P021589,2026-02-09 08:42:00,주간,M02,PR03,W003,1069
P021590,2026-05-08 02:25:00,야간,M01,PR04,W007,1487
P021591,2026-11-05 19:46:00,주간,M02,PR03,W007,1077
P021592,2026-09-14 05:57:00,야간,M02,PR01,W003,1205
P021593,2026-11-18 17:13:00,주간,M03,PR04,W004,916
P021594,2026-12-01 05:19:00,야간,M03,PR04,W002,879
P021595,2026-12-18 15:31:00,주간,M03,PR03,W008,871
P021596,2026-04-04 18:14:00,주간,M04,PR02,W007,962
P021597,2026-02-08 09:50:00,주간,M03,PR01,W008,877
P021598,2026-05-29 17:12:00,주간,M03,PR04,W007,977
P021599,2026-10-25 23:07:00,야간,M05,PR04,W008,1171
P021600,2026-12-14 18:55:00,주간,M03,PR03,W006,862
P021601,2026-03-11 23:35:00,야간,M05,PR05,W008,1112
P021602,2026-04-07 13:04:00,주간,M02,PR02,W006,1074
P021603,2026-10-21 10:02:00,주간,M03,PR03,W005,958
P021604,2026-09-28 20:24:00,야간,M03,PR01,W005,993
P021605,2026-05-29 12:35:00,주간,M05,PR01,W008,1062
P021606,2026-02-26 00:50:00,야간,M03,PR01,W007,944
